id,year,title,langname,gcode,area,langfamily,affiliation,longitude,latitude
inu.30000056369212,1998,Berom/English dictionary = bwokrwan̄ pa chap/iwel ha elem berom de chen shinan̄/belasara... / by Sen Luka Gwom.,Berom,bero1242,Africa,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Benue-Congo Plateau,Beromic,Iten-Cara-Berom",8.81221,9.67037
mdp.39015035320970,1948,Bhargava's concise dictionary of the English language (Anglo-Hindi ed.) Compiled & edited by B.C. Pathak.,Hindi,hind1269,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Centralzone,Subcontinental Central Indo-Aryan,Western Hindi,Hindustani",77,25
uc1.32106008509157,1986,Bhargava's pocket dictionary : Hindi-English edition / edited by Bhola Nath Roy.,Hindi,hind1269,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Centralzone,Subcontinental Central Indo-Aryan,Western Hindi,Hindustani",77,25
mdp.39015024282348,1951,Bhargava's standard illustrated dictionary of the English language (Anglo-Hindi ed.),Hindi,hind1269,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Centralzone,Subcontinental Central Indo-Aryan,Western Hindi,Hindustani",77,25
uva.x000823367,1968,Biao zhun Ying Han ci dian = The standard Chinese-English dictionary / Bian ji zhe Xue Zhigang.,Mandarin Chinese,mand1415,Eurasia,Sino-Tibetan,"Sino-Tibetan,Sinitic,Classical-Middle-Modern Sinitic,Middle-Modern Sinitic,Northern Chinese,Mandarinic",116.228,40.0209
uva.x001081910,1985,"Bikol-English dictionary = Diksionáriong bíkol-inglés / Malcolm Warren Mintz, José Del Rosario Britanico.",Coastal-Naga Bikol,cent2087,Papunesia,Austronesian,"Austronesian,Malayo-Polynesian,Greater Central Philippine,Central Philippine,Bikol,Coastal Bikol",123.403,13.7574
inu.30000081190807,1998,"Bilingual Dholuo-English dictionary, Kenya / Carole A. Capen.",Luo,luok1236,Africa,Nilotic,"Nilotic,Western Nilotic,Luo-Burun,Southern Lwoo,Adhola-Alur-Luo,Adhola-Luo",34.4896,-0.93296
mdp.39015001044711,1979,"Binisaya-English, English-Binisaya dictionary / Eduardo A. Makabenta.",Cebuano,cebu1242,Papunesia,Austronesian,"Austronesian,Malayo-Polynesian,Greater Central Philippine,Central Philippine,Bisayan",124.367,8.38799
mdp.39015064695052,2001,"Bŭlgarsko-angliĭski rechnik = Bulgarian-English dictionary : 30,000 dumi / Snezhana Boi͡anova, Lena Ilieva.",Bulgarian,bulg1262,Eurasia,Indo-European,"Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian",25.047,43.3646
uc1.l0093182889,2008,"Bo Bing Ying Han shuang jie ci dian = Bobing English-Chinese dictionary / zhu bian Bo Bing, Zhao Shuwen.",Mandarin Chinese,mand1415,Eurasia,Sino-Tibetan,"Sino-Tibetan,Sinitic,Classical-Middle-Modern Sinitic,Middle-Modern Sinitic,Northern Chinese,Mandarinic",116.228,40.0209
mdp.39015060599019,2004,Bokobaru dictionary : with reversed English-Bokobaru finderlist / Ross Jones.,Bokobaru,boko1267,Africa,Mande,"Mande,Eastern Mande,Bisa-Busa,Samo-Busa,Busan,Boko-Busa",3.80058,9.52724
mdp.39015060598995,2004,Boko dictionary : with reversed English-Boko finderlist / Ross Jones.,Boko,boko1266,Africa,Mande,"Mande,Eastern Mande,Bisa-Busa,Samo-Busa,Busan,Boko-Busa",3.71771,10.5189
inu.30000124688635,2007,"Bolʹshoĭ Anglo-russkiĭ i russko-angliĭskiĭ slovarʹ = English-Russian and Russian-English dictionary, A-Z / [sostaviteli, A.P. Alekseev, T.V. I͡Ashkova].",Russian,russ1263,Eurasia,Indo-European,"Indo-European,Balto-Slavic,Slavic,East Slavic",50,59
uva.x001284013,1987,"Bonniers engelsk-svenska ordbok = Bonnier's English-Swedish dictionary / [huvudredaktör, Catherine E. Love].",Swedish,swed1254,Eurasia,Indo-European,"Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,East Swedic",17.389526,59.800634
mdp.39015039927499,1998,Bosnian-English/English-Bosnian dictionary and phrasebook / by Susan Kroll and Dževad Zahirović with assistance from Zumreta Zahirović ... [et al.].,Serbian-Croatian-Bosnian,sout1528,Eurasia,Indo-European,"Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic",18.81,44.15
umn.31951002102151n,1860,"Boyer's French-English and English-French dictionary, comprising all the improvements of the latest London and Paris editions, with the pronunciation of each word, according to the dictionary of the abbé Tardy, with a table of french verbs, etc._(v.1-2)",French,stan1290,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Northwestern Shifted Romance,Gallo-Rhaetian,Oil,Central Oil,Macro-French,Global French",2,48
njp.32101067889830,1814,"Boyer's royal dictionary abridged : in two parts ... containing the greatest number of words of any French and English dictionary yet extant ; to which are added the accents of the English words, to facilitate their pronunciation to foreigners.",French,stan1290,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Northwestern Shifted Romance,Gallo-Rhaetian,Oil,Central Oil,Macro-French,Global French",2,48
nyp.33433070238948,1793,"Boyer's royal dictionary abridged. In two parts, 1. French and English, 2. English and French ... corrected ... by J.C. Prieur.",French,stan1290,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Northwestern Shifted Romance,Gallo-Rhaetian,Oil,Central Oil,Macro-French,Global French",2,48
mdp.39015051337536,1969,Br̥hat Aṅgrejī-Hindī kośa = Comprehensive English-Hindi dictionary / Haradeva Bāharī._v.1,Hindi,hind1269,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Centralzone,Subcontinental Central Indo-Aryan,Western Hindi,Hindustani",77,25
mdp.39015065672019,1963,Brinkley's Japanese-English dictionary. With an introd. by Eric B. Ceadel._v.2,Japanese,nucl1643,Eurasia,Japonic,"Japonic,Japanesic,Japan-Taiwan Japanese",135,35
pst.000030191594,1965,"Brockhaus illustrated dictionary English-German, German-English= Brockhaus-Bildwörterbuch Englisch-Deutsch, Deutsch-Englisch / compiled by Will Héraucourt and the editorial staff of the publishing house.",German,stan1295,Eurasia,Indo-European,"Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Upper German,Middle-Modern High German,Modern High German,Upper Franconian,Global German",12.4676,48.649
uva.x006054496,1994,Bukenkango Rukwangali-English = English-Rukwangali dictionary / compiled by J.K. Kloppers ; expanded by D. Nakare & L.M. Isala ; edited by A.W. Bredell.,Kwangali,kwan1273,Africa,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern Bantoid,Narrow Bantu,Central-Western Bantu,Njila,Southern Njila,Kunene,Kwangali-Diriku",19.256,-17.9026
uc1.$b319531,1953,Bulgarian-English dictionary.,Bulgarian,bulg1262,Eurasia,Indo-European,"Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian",25.047,43.3646
inu.30000039976166,1991,"Bulgarian English, English Bulgarian dictionary / Elena Stankova, Ivanka Harlakowa.",Bulgarian,bulg1262,Eurasia,Indo-European,"Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian",25.047,43.3646
coo.31924086642422,1992,"Bulgarian-English, English-Bulgarian dictionary / Ivan Tchomakov.",Bulgarian,bulg1262,Eurasia,Indo-European,"Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian",25.047,43.3646
inu.30000083696876,2005,"Bŭlgarsko-angliĭski, angliĭsko-bŭlgarski rechnik = Bulgarian-English, English-Bulgarian dictionary / Daniela Shurbanova, Krasimira Rangelova ; slovnik na bŭlgarskii͡a ezik Vladko Murdarov.",Bulgarian,bulg1262,Eurasia,Indo-European,"Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian",25.047,43.3646
inu.30000036415010,1992,Bŭlgarsko-angliĭski rechnik = Bulgarian-English dictionary / Teodora Atanasova ... [et al.].,Bulgarian,bulg1262,Eurasia,Indo-European,"Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian",25.047,43.3646
uva.x002254364,1992,Buli-English dictionary : with an introductory grammar and an index English-Buli / by Franz Kröger.,Buli,buli1256,Papunesia,Austronesian,"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Greater S H W N G,South Halmahera-West New Guinea,Raja Ampat-South Halmahera,South Halmahera,Central-Eastern South Halmahera,Buli (Indonesia)",NA,NA
mdp.39015012405372,1966,Burmese-English dictionary. As revised and enlarged by Robert C. Stevenson and F. H. Eveleth.,Burmese,nucl1310,Eurasia,Sino-Tibetan,"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Southern Burmish,Nuclear Southern Burmish,Old-Modern Burmese",93.9665,20.7926
uc1.aa0011394749,1904,Burmese pocket dictionary / comp. from Dr. Judson's dictionaries ; English and Burmese by F. D. Phinney ; Burmese and English by F. H. Eveleth ; with an abridgement of Dr. Judson's Burmese grammar.,Burmese,nucl1310,Eurasia,Sino-Tibetan,"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Southern Burmish,Nuclear Southern Burmish,Old-Modern Burmese",93.9665,20.7926
uc1.c060989254,1940,"Burt's French-English dictionary. In two parts: French-English.  English-French.  By J. E. Wessely.  Rewritten, improved, and greatly enl. by L. Tolhausen and George Payn, in collaboration with M. Eug. Heymann.  Burt's dictionnaire.  Français-anglais et anglais-français...",French,stan1290,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Italo-Western Romance,Western Romance,Shifted Western Romance,Northwestern Shifted Romance,Gallo-Rhaetian,Oil,Central Oil,Macro-French,Global French",2,48
gri.ark+=13960=t56d8g545,1984,"Burt's German-English dictionary in two parts, German-English, English-German = Burt's Deutsch-Englisches und English-Deutsches Wörterbuch in zwei Teilen / by J.E. Wessely.",German,stan1295,Eurasia,Indo-European,"Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Upper German,Middle-Modern High German,Modern High German,Upper Franconian,Global German",12.4676,48.649
nyp.33433070243039,1989,"Burt's Latin-English dictionary in two parts : Latin-English, English-Latin.",Latin,lati1261,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin",12.4502,41.9026
uc2.ark+=13960=t35144h1w,1900,"Burt's Polish-English dictionary in two parts, Polish-English, English Polish, by W. Kierst and Prof. O. Callier. Burt's Słowniczek polskiego i angielskiego języka ...",Polish,poli1260,Eurasia,Indo-European,"Indo-European,Balto-Slavic,Slavic,West Slavic,Lechitic",18.6255,51.8439
pst.000063981612,1941,"Burt's Swedish-English dictionary : in two parts, Swedish-English and English-Swedish.",Swedish,swed1254,Eurasia,Indo-European,"Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,East Swedic",17.389526,59.800634
mdp.39015060598987,2004,Busa dictionary : with reversed English-Busa finderlist / Ross Jones.,Busa,busa1253,Africa,Mande,"Mande,Eastern Mande,Bisa-Busa,Samo-Busa,Busan,Boko-Busa",4.39929,9.91074
inu.30000050672637,1996,"Business Romanian dictionary : Romanian-English, English-Romanian / by Alex Macedonski.",Romanian,roma1327,Eurasia,Indo-European,"Indo-European,Italic,Latino-Faliscan,Latinic,Imperial Latin,Romance,Eastern Romance,Balkan Romance",24.2256,46.3913
mdp.39015029065284,1992,Caṃdu kosaṃ : Prakrit:English dictionary / by S. Ippagumta.,Sauraseni Prakrit,saur1252,Eurasia,Indo-European,"Indo-European,Indo-Iranian,Indo-Aryan,Indo-Aryan Centralzone",77.56,27.46
uva.x030214581,1977,"Cambodian-English dictionary / Robert K. Headley, Jr. ... [et al.]._v.2",Central Khmer,cent1989,Eurasia,Austroasiatic,"Austroasiatic,Khmeric",105.015,12.0515
uva.x000744262,1984,Cambodian-English English-Cambodian dictionary.,Central Khmer,cent1989,Eurasia,Austroasiatic,"Austroasiatic,Khmeric",105.015,12.0515
uc1.b3912477,1984,Campbell's English-Santali dictionary / edited by R.M. Macphail.,Santali,sant1410,Eurasia,Austroasiatic,"Austroasiatic,Mundaic,North Munda,Kherwarian,Santalic",87.8185,25.0317
uc1.b4237588,1991,Carolinian-English dictionary / compiled by Frederick H. Jackson and Jeffrey C. Marck ; in collaboration with Jesus Mareham Elameto ... [et al.].,Carolinian,caro1242,Papunesia,Austronesian,"Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Micronesian,Nuclear Micronesian,Central Micronesian,Western Micronesian,Chuukic-Ponapeic,Trukic,Nuclear Trukic,Central Trukic,Satawalese-Carolinian,Macro-Carolinian",145.765,15.205
inu.32000003014224,1955,"Cassell's compact English-Dutch dictionary, compiled by F. Prick van Wely.",Dutch,dutc1256,Eurasia,Indo-European,"Indo-European,Germanic,Northwest Germanic,West Germanic,Macro-Dutch,Middle-Modern Dutch,Modern Dutch,Global Dutch",5,52
